timestamp,mem_used_mib,mem_total_mib,util_pct,power_w
2026/07/10 19:42:18.151,5,97871,0,71.11
2026/07/10 19:42:48.172,4,97871,0,70.05
2026/07/10 19:43:18.193,3,97871,0,70.05
2026/07/10 19:43:48.214,22239,97871,0,113.38
2026/07/10 19:44:18.232,27797,97871,98,672.77
2026/07/10 19:44:48.253,27797,97871,97,683.15
2026/07/10 19:45:18.273,27797,97871,98,690.77
2026/07/10 19:45:48.292,27797,97871,97,690.91
2026/07/10 19:46:18.311,27797,97871,98,693.85
2026/07/10 19:46:48.329,27797,97871,100,716.15
2026/07/10 19:47:18.349,34337,97871,100,716.91
2026/07/10 19:47:48.368,48657,97871,100,711.07
2026/07/10 19:48:18.388,80577,97871,0,125.90
2026/07/10 19:48:48.409,80577,97871,0,119.66
2026/07/10 19:49:18.429,80577,97871,98,681.72
2026/07/10 19:49:48.449,80577,97871,98,693.57
2026/07/10 19:50:18.471,80577,97871,97,695.08
2026/07/10 19:50:48.492,80577,97871,98,696.13
2026/07/10 19:51:18.528,80577,97871,98,695.30
2026/07/10 19:51:48.552,80577,97871,100,715.84
2026/07/10 19:52:18.574,80577,97871,100,716.79
2026/07/10 19:52:48.600,80577,97871,100,706.17
2026/07/10 19:53:18.624,80577,97871,0,125.89
2026/07/10 19:53:48.646,80577,97871,98,676.09
2026/07/10 19:54:18.666,80577,97871,98,689.61
2026/07/10 19:54:48.706,80577,97871,98,696.06
2026/07/10 19:55:18.727,80577,97871,97,693.71
2026/07/10 19:55:48.749,80577,97871,98,696.42
2026/07/10 19:56:18.771,80577,97871,98,697.52
2026/07/10 19:56:48.792,80579,97871,100,714.30
2026/07/10 19:57:18.813,80579,97871,100,713.36
2026/07/10 19:57:48.836,90197,97871,0,130.72
2026/07/10 19:58:18.855,90197,97871,0,121.41
2026/07/10 19:58:48.876,90199,97871,98,679.93
2026/07/10 19:59:18.898,90199,97871,98,693.24
2026/07/10 19:59:48.920,90199,97871,98,694.69
2026/07/10 20:00:18.939,90199,97871,98,696.01
2026/07/10 20:00:48.960,90199,97871,98,698.03
2026/07/10 20:01:18.981,90201,97871,100,720.56
2026/07/10 20:01:49.002,90201,97871,100,716.05
2026/07/10 20:02:19.022,90201,97871,100,704.92
2026/07/10 20:02:49.042,2199,97871,0,126.41
2026/07/10 20:03:19.059,3993,97871,0,122.90
2026/07/10 20:03:49.082,3993,97871,0,117.83
2026/07/10 20:04:19.099,3993,97871,0,117.95
2026/07/10 20:04:49.118,3993,97871,0,117.34
2026/07/10 20:05:19.135,3993,97871,0,116.16
2026/07/10 20:05:49.155,3,97871,0,76.33
2026/07/10 20:06:19.174,3,97871,0,69.68
2026/07/10 20:06:49.195,3,97871,0,69.32
2026/07/10 20:07:19.213,2,97871,0,69.23
2026/07/10 20:07:49.233,2,97871,0,69.13
2026/07/10 20:08:19.254,2,97871,0,68.81
2026/07/10 20:08:49.278,2,97871,0,68.83
2026/07/10 20:09:19.296,2,97871,0,68.66
2026/07/10 20:09:49.317,2,97871,0,68.67
2026/07/10 20:10:19.336,2,97871,0,68.57
2026/07/10 20:10:49.358,2,97871,0,68.42
2026/07/10 20:11:19.376,2,97871,0,68.44
2026/07/10 20:11:49.402,2,97871,0,68.41
2026/07/10 20:12:19.419,2,97871,0,68.31
2026/07/10 20:12:49.440,2,97871,0,68.24
2026/07/10 20:13:19.457,2,97871,0,68.23
2026/07/10 20:13:49.477,2,97871,0,68.28
2026/07/10 20:14:19.500,2,97871,0,68.32
2026/07/10 20:14:49.519,2,97871,0,68.28
2026/07/10 20:15:19.542,2,97871,0,68.29
2026/07/10 20:15:49.562,2,97871,0,68.29
