timestamp,mem_used_mib,mem_total_mib,util_pct,power_w
2026/07/16 08:40:20.681,2,97871,0,71.87
2026/07/16 08:40:50.706,2,97871,0,71.78
2026/07/16 08:41:20.723,2,97871,0,71.98
2026/07/16 08:41:50.745,2,97871,0,72.03
2026/07/16 08:42:20.760,2,97871,0,71.92
2026/07/16 08:42:50.782,2,97871,0,72.03
2026/07/16 08:43:20.796,2,97871,0,72.02
2026/07/16 08:43:50.819,2,97871,0,71.98
2026/07/16 08:44:20.834,1,97871,0,72.07
2026/07/16 08:44:50.857,1,97871,0,72.10
2026/07/16 08:45:20.872,1,97871,0,72.18
2026/07/16 08:45:50.890,1806,97871,0,115.09
2026/07/16 08:46:20.907,3520,97871,0,116.43
2026/07/16 08:46:50.928,3520,97871,0,120.22
2026/07/16 08:47:20.945,3520,97871,0,122.28
2026/07/16 08:47:50.968,3520,97871,0,118.85
2026/07/16 08:48:20.985,3520,97871,100,531.08
2026/07/16 08:48:51.004,3520,97871,100,492.75
2026/07/16 08:49:21.020,3520,97871,0,118.75
2026/07/16 08:49:51.040,3520,97871,0,118.63
2026/07/16 08:50:21.057,3520,97871,100,403.10
2026/07/16 08:50:51.077,3520,97871,0,118.54
2026/07/16 08:51:21.094,3520,97871,0,287.09
2026/07/16 08:51:51.114,3520,97871,0,121.45
2026/07/16 08:52:21.130,3520,97871,0,118.80
2026/07/16 08:52:51.149,3520,97871,0,119.43
2026/07/16 08:53:21.167,3520,97871,0,118.42
2026/07/16 08:53:51.186,3520,97871,0,121.07
2026/07/16 08:54:21.203,3520,97871,0,118.39
2026/07/16 08:54:51.221,3520,97871,0,118.57
2026/07/16 08:55:21.238,3520,97871,0,119.85
2026/07/16 08:55:51.257,3520,97871,0,118.51
2026/07/16 08:56:21.274,3520,97871,0,118.71
2026/07/16 08:56:51.293,3520,97871,0,118.15
2026/07/16 08:57:21.309,2,97871,0,73.07
2026/07/16 08:57:51.328,3520,97871,0,118.09
2026/07/16 08:58:21.344,3520,97871,0,118.53
2026/07/16 08:58:51.364,3520,97871,0,121.64
2026/07/16 08:59:21.380,3520,97871,0,119.63
2026/07/16 08:59:51.400,3520,97871,0,121.68
2026/07/16 09:00:21.416,3521,97871,0,119.84
2026/07/16 09:00:51.436,3521,97871,0,119.94
2026/07/16 09:01:21.453,3521,97871,0,119.20
2026/07/16 09:01:51.473,3521,97871,0,118.80
2026/07/16 09:02:21.490,3521,97871,0,119.74
2026/07/16 09:02:51.509,3521,97871,0,121.43
2026/07/16 09:03:21.527,3521,97871,100,522.11
2026/07/16 09:03:51.547,3521,97871,0,118.57
2026/07/16 09:04:21.565,3521,97871,0,119.96
2026/07/16 09:04:51.584,3521,97871,0,119.39
2026/07/16 09:05:21.601,3521,97871,0,146.14
2026/07/16 09:05:51.621,3521,97871,0,119.93
2026/07/16 09:06:21.637,3521,97871,0,120.19
2026/07/16 09:06:51.658,3521,97871,0,316.28
2026/07/16 09:07:21.675,3520,97871,0,118.81
2026/07/16 09:07:51.698,3521,97871,0,517.95
2026/07/16 09:08:21.717,3521,97871,0,120.51
2026/07/16 09:08:51.736,3521,97871,0,119.57
2026/07/16 09:09:21.755,3521,97871,0,119.70
2026/07/16 09:09:51.777,3521,97871,0,119.93
2026/07/16 09:10:21.796,3521,97871,100,411.28
2026/07/16 09:10:51.820,3521,97871,0,304.30
2026/07/16 09:11:21.838,3521,97871,0,394.45
2026/07/16 09:11:51.858,3521,97871,0,118.85
2026/07/16 09:12:21.876,3521,97871,0,120.20
2026/07/16 09:12:51.895,3521,97871,100,393.85
2026/07/16 09:13:21.915,3521,97871,0,118.69
2026/07/16 09:13:51.934,3521,97871,0,532.70
2026/07/16 09:14:21.952,3521,97871,0,120.62
2026/07/16 09:14:51.971,3521,97871,0,119.43
2026/07/16 09:15:21.990,3521,97871,0,318.84
2026/07/16 09:15:52.009,3521,97871,0,118.50
2026/07/16 09:16:22.027,3521,97871,0,117.75
2026/07/16 09:16:52.047,3520,97871,0,119.90
2026/07/16 09:17:22.064,3521,97871,0,120.16
2026/07/16 09:17:52.084,3521,97871,0,119.51
2026/07/16 09:18:22.101,3521,97871,0,118.73
2026/07/16 09:18:52.119,3521,97871,100,506.53
2026/07/16 09:19:22.137,3521,97871,16,449.16
2026/07/16 09:19:52.157,3,97871,0,72.60
2026/07/16 09:20:22.179,3,97871,0,72.28
2026/07/16 09:20:52.198,3,97871,0,71.93
2026/07/16 09:21:22.215,4,97871,0,71.97
2026/07/16 09:21:52.234,2683,97871,0,115.96
2026/07/16 09:22:22.251,2683,97871,0,116.25
2026/07/16 09:22:52.269,14427,97871,2,116.09
2026/07/16 09:23:22.307,14799,97871,0,116.60
2026/07/16 09:23:52.352,15482,97871,0,116.66
2026/07/16 09:24:22.372,25138,97871,4,116.65
2026/07/16 09:24:52.389,25138,97871,4,116.63
2026/07/16 09:25:22.407,25137,97871,4,116.67
2026/07/16 09:25:52.423,30843,97871,5,117.41
2026/07/16 09:26:22.443,57144,97871,100,243.23
2026/07/16 09:26:52.460,90833,97871,92,290.15
2026/07/16 09:27:22.481,70812,97871,94,606.46
2026/07/16 09:27:52.498,71792,97871,100,765.92
2026/07/16 09:28:22.518,92012,97871,93,566.52
2026/07/16 09:28:52.537,73672,97871,98,666.30
2026/07/16 09:29:22.554,74651,97871,100,729.19
2026/07/16 09:29:52.572,75451,97871,100,792.93
2026/07/16 09:30:22.588,73750,97871,93,540.53
2026/07/16 09:30:52.606,73750,97871,96,747.72
2026/07/16 09:31:22.626,76350,97871,100,810.82
2026/07/16 09:31:52.643,74906,97871,100,768.78
2026/07/16 09:32:22.662,74905,97871,94,613.65
2026/07/16 09:32:52.679,66703,97871,100,813.07
2026/07/16 09:33:22.697,71684,97871,100,769.84
2026/07/16 09:33:52.715,71683,97871,95,647.62
2026/07/16 09:34:22.733,74883,97871,100,806.06
2026/07/16 09:34:52.753,72663,97871,100,800.12
2026/07/16 09:35:22.771,74902,97871,100,726.95
2026/07/16 09:35:52.789,78342,97871,100,788.04
2026/07/16 09:36:22.809,69945,97871,94,594.27
