timestamp,mem_used_mib,mem_total_mib,util_pct,power_w
2026/07/19 04:16:44.788,3,97871,0,92.06
2026/07/19 04:17:14.806,561,97871,0,100.52
2026/07/19 04:17:44.820,2682,97871,0,137.15
2026/07/19 04:18:14.840,2682,97871,0,137.06
2026/07/19 04:18:44.854,14426,97871,0,137.18
2026/07/19 04:19:14.877,14527,97871,0,136.82
2026/07/19 04:19:44.900,15514,97871,1,136.93
2026/07/19 04:20:14.921,25175,97871,4,136.79
2026/07/19 04:20:44.937,25169,97871,4,136.62
2026/07/19 04:21:14.957,25163,97871,4,136.74
2026/07/19 04:21:44.972,39706,97871,0,135.54
2026/07/19 04:22:14.990,686,97871,0,91.33
2026/07/19 04:22:45.004,3362,97871,0,136.73
2026/07/19 04:23:15.025,3359,97871,0,136.40
2026/07/19 04:23:45.042,15099,97871,1,136.58
2026/07/19 04:24:15.084,15520,97871,1,135.79
2026/07/19 04:24:45.118,15639,97871,0,136.42
2026/07/19 04:25:15.134,25696,97871,4,135.90
2026/07/19 04:25:45.156,25692,97871,4,135.86
2026/07/19 04:26:15.171,25689,97871,4,136.02
2026/07/19 04:26:45.195,40232,97871,100,824.84
2026/07/19 04:27:15.213,41228,97871,100,748.12
2026/07/19 04:27:45.231,51213,97871,100,781.16
2026/07/19 04:28:15.249,51209,97871,100,773.33
2026/07/19 04:28:45.266,51205,97871,100,788.52
2026/07/19 04:29:15.285,51200,97871,100,844.36
2026/07/19 04:29:45.304,51196,97871,100,616.42
2026/07/19 04:30:15.323,51192,97871,100,590.85
2026/07/19 04:30:45.343,51188,97871,100,795.31
2026/07/19 04:31:15.361,51184,97871,100,787.14
2026/07/19 04:31:45.379,51180,97871,100,787.88
2026/07/19 04:32:15.397,51176,97871,100,795.11
2026/07/19 04:32:45.415,51172,97871,100,789.56
2026/07/19 04:33:15.433,51167,97871,100,795.54
2026/07/19 04:33:45.450,51163,97871,100,710.16
2026/07/19 04:34:15.468,51159,97871,100,810.30
2026/07/19 04:34:45.486,51155,97871,100,745.74
2026/07/19 04:35:15.504,51152,97871,100,597.90
2026/07/19 04:35:45.521,51151,97871,100,709.34
2026/07/19 04:36:15.539,51151,97871,100,791.69
2026/07/19 04:36:45.556,51150,97871,100,792.32
2026/07/19 04:37:15.574,51150,97871,100,786.50
2026/07/19 04:37:45.592,51150,97871,100,790.94
2026/07/19 04:38:15.610,51149,97871,100,769.61
2026/07/19 04:38:45.628,51149,97871,100,781.41
2026/07/19 04:39:15.646,51148,97871,100,809.72
2026/07/19 04:39:45.663,51146,97871,100,656.64
2026/07/19 04:40:15.681,51145,97871,99,586.40
2026/07/19 04:40:45.701,51143,97871,100,718.46
2026/07/19 04:41:15.719,51142,97871,100,792.88
2026/07/19 04:41:45.738,51141,97871,100,797.00
2026/07/19 04:42:15.757,51140,97871,100,795.25
2026/07/19 04:42:45.775,51139,97871,100,789.72
2026/07/19 04:43:15.793,51139,97871,100,785.81
2026/07/19 04:43:45.810,51139,97871,100,786.00
2026/07/19 04:44:15.828,51139,97871,100,806.75
2026/07/19 04:44:45.846,61499,97871,100,727.22
2026/07/19 04:45:15.863,81421,97871,100,856.81
2026/07/19 04:45:45.881,83961,97871,100,737.74
2026/07/19 04:46:15.899,83961,97871,100,842.66
2026/07/19 04:46:45.918,83961,97871,100,855.36
2026/07/19 04:47:15.936,83960,97871,100,862.12
2026/07/19 04:47:45.954,83960,97871,100,862.85
2026/07/19 04:48:15.970,75020,97871,3,320.48
2026/07/19 04:48:45.988,75020,97871,92,189.65
2026/07/19 04:49:16.007,75020,97871,100,533.32
2026/07/19 04:49:46.025,75019,97871,100,816.46
2026/07/19 04:50:16.043,75019,97871,100,794.33
2026/07/19 04:50:46.062,75019,97871,100,761.71
2026/07/19 04:51:16.081,75019,97871,100,796.49
2026/07/19 04:51:46.098,75019,97871,100,788.19
2026/07/19 04:52:16.116,75018,97871,100,787.92
2026/07/19 04:52:46.134,75018,97871,100,793.99
2026/07/19 04:53:16.152,75018,97871,100,793.02
2026/07/19 04:53:46.169,74490,97871,100,786.40
2026/07/19 04:54:16.189,74488,97871,100,803.09
2026/07/19 04:54:46.206,74487,97871,3,538.91
2026/07/19 04:55:16.224,74485,97871,96,259.48
2026/07/19 04:55:46.242,74484,97871,100,806.80
2026/07/19 04:56:16.262,74483,97871,100,780.64
2026/07/19 04:56:46.280,74482,97871,100,794.67
2026/07/19 04:57:16.297,74480,97871,100,788.95
2026/07/19 04:57:46.316,74479,97871,100,791.66
2026/07/19 04:58:16.334,74477,97871,3,476.32
2026/07/19 04:58:46.352,74476,97871,96,256.77
2026/07/19 04:59:16.371,74475,97871,100,732.27
2026/07/19 04:59:46.391,74474,97871,100,781.56
2026/07/19 05:00:16.410,74472,97871,100,793.70
2026/07/19 05:00:46.427,74471,97871,100,789.78
2026/07/19 05:01:16.449,74470,97871,100,793.61
2026/07/19 05:01:46.467,74469,97871,51,550.40
2026/07/19 05:02:16.485,74469,97871,100,263.97
2026/07/19 05:02:46.503,74468,97871,100,816.05
2026/07/19 05:03:16.521,74468,97871,100,773.74
2026/07/19 05:03:46.539,74467,97871,100,786.39
2026/07/19 05:04:16.557,74467,97871,100,793.33
2026/07/19 05:04:46.576,74466,97871,100,790.38
2026/07/19 05:05:16.595,74465,97871,71,538.01
2026/07/19 05:05:46.616,74465,97871,100,191.12
2026/07/19 05:06:16.635,73879,97871,1,152.65
2026/07/19 05:06:46.654,73878,97871,97,279.98
2026/07/19 05:07:16.673,73877,97871,100,840.15
2026/07/19 05:07:46.692,82396,97871,98,653.84
2026/07/19 05:08:16.715,83195,97871,100,848.96
2026/07/19 05:08:46.732,83194,97871,97,689.59
2026/07/19 05:09:16.750,83193,97871,100,848.11
2026/07/19 05:09:46.768,73912,97871,2,555.21
2026/07/19 05:10:16.786,73911,97871,100,197.55
2026/07/19 05:10:46.803,73910,97871,100,752.66
2026/07/19 05:11:16.822,73909,97871,100,783.24
2026/07/19 05:11:46.839,73908,97871,100,797.49
2026/07/19 05:12:16.857,73907,97871,100,783.63
2026/07/19 05:12:46.875,73906,97871,100,787.62
2026/07/19 05:13:16.892,73905,97871,98,657.11
2026/07/19 05:13:46.911,73904,97871,9,208.68
2026/07/19 05:14:16.929,73903,97871,100,466.70
2026/07/19 05:14:46.949,73902,97871,97,800.53
2026/07/19 05:15:16.969,73902,97871,100,765.28
2026/07/19 05:15:46.987,73903,97871,100,797.38
2026/07/19 05:16:17.006,73902,97871,100,787.35
2026/07/19 05:16:47.024,73902,97871,100,785.21
2026/07/19 05:17:17.042,73902,97871,3,343.10
2026/07/19 05:17:47.060,73903,97871,100,486.89
2026/07/19 05:18:17.079,73902,97871,97,797.85
2026/07/19 05:18:47.096,73902,97871,100,778.30
2026/07/19 05:19:17.114,73902,97871,100,788.75
2026/07/19 05:19:47.133,73902,97871,100,787.15
2026/07/19 05:20:17.151,73902,97871,100,799.01
2026/07/19 05:20:47.168,73902,97871,100,788.03
2026/07/19 05:21:17.187,73902,97871,100,788.37
2026/07/19 05:21:47.205,73902,97871,3,268.56
2026/07/19 05:22:17.224,73903,97871,100,479.92
2026/07/19 05:22:47.243,73902,97871,100,800.72
2026/07/19 05:23:17.263,73902,97871,100,763.67
2026/07/19 05:23:47.280,73903,97871,100,791.71
2026/07/19 05:24:17.299,73902,97871,100,797.97
2026/07/19 05:24:47.316,73902,97871,100,795.80
2026/07/19 05:25:17.334,73902,97871,3,419.39
2026/07/19 05:25:47.353,73902,97871,100,401.77
2026/07/19 05:26:17.372,73903,97871,96,805.88
2026/07/19 05:26:47.389,73902,97871,100,760.47
2026/07/19 05:27:17.412,73902,97871,100,785.97
2026/07/19 05:27:47.429,73902,97871,100,785.98
2026/07/19 05:28:17.448,73902,97871,100,792.08
2026/07/19 05:28:47.484,73902,97871,3,318.28
2026/07/19 05:29:17.503,82203,97871,100,738.83
2026/07/19 05:29:47.520,83002,97871,100,844.33
2026/07/19 05:30:17.539,83382,97871,100,743.49
2026/07/19 05:30:47.556,83382,97871,100,832.34
2026/07/19 05:31:17.574,73902,97871,100,787.71
2026/07/19 05:31:47.590,73902,97871,100,789.96
2026/07/19 05:32:17.608,73903,97871,94,568.72
2026/07/19 05:32:47.627,73902,97871,100,193.40
2026/07/19 05:33:17.645,73903,97871,100,730.07
2026/07/19 05:33:47.664,73902,97871,100,724.65
2026/07/19 05:34:17.683,73902,97871,100,796.44
2026/07/19 05:34:47.700,73902,97871,100,802.84
2026/07/19 05:35:17.719,73903,97871,100,791.09
2026/07/19 05:35:47.737,73902,97871,100,800.02
2026/07/19 05:36:17.755,73902,97871,100,785.47
2026/07/19 05:36:47.773,73902,97871,3,493.37
2026/07/19 05:37:17.790,73903,97871,100,321.08
2026/07/19 05:37:47.810,73903,97871,100,828.76
2026/07/19 05:38:17.828,73902,97871,100,772.09
2026/07/19 05:38:47.846,73902,97871,100,791.71
2026/07/19 05:39:17.863,73902,97871,100,791.58
2026/07/19 05:39:47.881,73902,97871,100,783.81
2026/07/19 05:40:17.899,73902,97871,100,650.65
2026/07/19 05:40:47.917,73902,97871,37,193.25
2026/07/19 05:41:17.936,73903,97871,100,728.65
2026/07/19 05:41:47.954,73902,97871,100,787.94
2026/07/19 05:42:17.971,73902,97871,100,795.71
2026/07/19 05:42:47.990,73903,97871,100,795.13
2026/07/19 05:43:18.007,73902,97871,100,795.79
2026/07/19 05:43:48.025,73903,97871,98,595.53
2026/07/19 05:44:18.043,73902,97871,49,192.98
2026/07/19 05:44:48.061,73903,97871,100,695.92
2026/07/19 05:45:18.078,73902,97871,100,788.46
2026/07/19 05:45:48.095,73902,97871,100,800.55
2026/07/19 05:46:18.112,73902,97871,100,788.31
2026/07/19 05:46:48.130,73902,97871,100,792.89
2026/07/19 05:47:18.148,73902,97871,98,690.55
2026/07/19 05:47:48.164,73902,97871,100,787.28
2026/07/19 05:48:18.182,73902,97871,3,527.53
2026/07/19 05:48:48.199,73902,97871,95,272.81
2026/07/19 05:49:18.218,73903,97871,100,840.59
2026/07/19 05:49:48.236,73902,97871,100,765.42
2026/07/19 05:50:18.254,73902,97871,100,801.71
2026/07/19 05:50:48.272,82262,97871,99,742.58
2026/07/19 05:51:18.290,83062,97871,100,814.65
2026/07/19 05:51:48.307,83062,97871,100,780.90
2026/07/19 05:52:18.325,83062,97871,100,865.62
2026/07/19 05:52:48.343,73882,97871,100,745.25
2026/07/19 05:53:18.361,73883,97871,100,785.13
2026/07/19 05:53:48.379,73882,97871,100,788.92
2026/07/19 05:54:18.397,73883,97871,100,803.28
2026/07/19 05:54:48.414,73882,97871,100,795.14
2026/07/19 05:55:18.432,73882,97871,98,682.85
2026/07/19 05:55:48.450,73882,97871,92,200.40
2026/07/19 05:56:18.468,73883,97871,100,766.20
