timestamp,mem_used_mib,mem_total_mib,util_pct,power_w
2026/07/16 08:40:20.762,0,97871,0,66.73
2026/07/16 08:40:50.787,0,97871,0,66.67
2026/07/16 08:41:20.803,0,97871,0,66.59
2026/07/16 08:41:50.824,0,97871,0,66.47
2026/07/16 08:42:20.839,0,97871,0,66.48
2026/07/16 08:42:50.861,0,97871,0,66.58
2026/07/16 08:43:20.875,0,97871,0,66.78
2026/07/16 08:43:50.898,0,97871,0,66.72
2026/07/16 08:44:20.914,0,97871,0,66.77
2026/07/16 08:44:50.940,0,97871,0,66.81
2026/07/16 08:45:20.955,0,97871,0,66.76
2026/07/16 08:45:50.973,1806,97871,0,113.40
2026/07/16 08:46:20.990,7962,97871,100,555.47
2026/07/16 08:46:51.009,7962,97871,0,119.18
2026/07/16 08:47:21.031,7962,97871,0,117.76
2026/07/16 08:47:51.051,7962,97871,0,117.50
2026/07/16 08:48:21.069,7962,97871,100,706.61
2026/07/16 08:48:51.089,7962,97871,0,119.37
2026/07/16 08:49:21.109,7962,97871,0,116.79
2026/07/16 08:49:51.129,7962,97871,0,118.28
2026/07/16 08:50:21.145,7962,97871,0,116.43
2026/07/16 08:50:51.164,7962,97871,0,115.89
2026/07/16 08:51:21.183,7962,97871,0,118.49
2026/07/16 08:51:51.203,7962,97871,0,118.93
2026/07/16 08:52:21.219,7962,97871,0,119.21
2026/07/16 08:52:51.238,7962,97871,0,116.44
2026/07/16 08:53:21.254,7962,97871,100,717.02
2026/07/16 08:53:51.274,7962,97871,0,117.17
2026/07/16 08:54:21.291,7962,97871,0,118.20
2026/07/16 08:54:51.311,7962,97871,0,116.86
2026/07/16 08:55:21.328,7962,97871,0,116.43
2026/07/16 08:55:51.348,7962,97871,0,116.67
2026/07/16 08:56:21.365,7962,97871,100,743.80
2026/07/16 08:56:51.385,7962,97871,0,117.05
2026/07/16 08:57:21.402,7962,97871,0,116.61
2026/07/16 08:57:51.422,7962,97871,0,114.80
2026/07/16 08:58:21.438,7962,97871,0,115.68
2026/07/16 08:58:51.461,7962,97871,0,118.14
2026/07/16 08:59:21.479,7962,97871,0,152.16
2026/07/16 08:59:51.502,7962,97871,0,119.15
2026/07/16 09:00:21.518,7962,97871,0,117.45
2026/07/16 09:00:51.542,2,97871,0,66.86
2026/07/16 09:01:21.559,3522,97871,0,116.34
2026/07/16 09:01:51.577,3522,97871,0,116.53
2026/07/16 09:02:21.595,3522,97871,0,116.22
2026/07/16 09:02:51.617,3522,97871,0,116.71
2026/07/16 09:03:21.635,3522,97871,0,118.77
2026/07/16 09:03:51.653,3522,97871,0,116.18
2026/07/16 09:04:21.671,3522,97871,85,532.82
2026/07/16 09:04:51.690,3522,97871,0,116.71
2026/07/16 09:05:21.709,3522,97871,0,116.80
2026/07/16 09:05:51.728,3522,97871,0,115.88
2026/07/16 09:06:21.747,3522,97871,0,115.58
2026/07/16 09:06:51.766,3522,97871,0,116.14
2026/07/16 09:07:21.786,3522,97871,0,116.07
2026/07/16 09:07:51.806,3522,97871,0,225.70
2026/07/16 09:08:21.825,3522,97871,0,116.63
2026/07/16 09:08:51.847,3522,97871,0,116.46
2026/07/16 09:09:21.870,3522,97871,0,116.17
2026/07/16 09:09:51.890,3522,97871,0,115.76
2026/07/16 09:10:21.912,3522,97871,0,116.26
2026/07/16 09:10:51.932,3522,97871,0,116.20
2026/07/16 09:11:21.950,3522,97871,0,116.51
2026/07/16 09:11:51.969,3522,97871,0,401.60
2026/07/16 09:12:21.988,3522,97871,0,122.29
2026/07/16 09:12:52.011,4,97871,0,67.19
2026/07/16 09:13:22.030,4,97871,0,66.65
2026/07/16 09:13:52.051,4,97871,0,66.61
2026/07/16 09:14:22.069,4,97871,0,66.02
2026/07/16 09:14:52.091,4,97871,0,66.30
2026/07/16 09:15:22.110,4,97871,0,66.19
2026/07/16 09:15:52.130,4,97871,0,66.20
2026/07/16 09:16:22.149,4,97871,0,66.14
2026/07/16 09:16:52.169,4,97871,0,66.31
2026/07/16 09:17:22.188,4,97871,0,66.38
2026/07/16 09:17:52.208,4,97871,0,66.43
2026/07/16 09:18:22.227,4,97871,0,66.61
2026/07/16 09:18:52.247,4,97871,0,66.46
2026/07/16 09:19:22.266,3,97871,0,66.50
2026/07/16 09:19:52.286,3,97871,0,66.69
2026/07/16 09:20:22.310,3,97871,0,66.54
2026/07/16 09:20:52.329,3,97871,0,66.47
2026/07/16 09:21:22.345,5,97871,0,66.49
2026/07/16 09:21:52.365,2684,97871,0,115.00
2026/07/16 09:22:22.382,2684,97871,0,115.96
2026/07/16 09:22:52.402,14428,97871,0,117.02
2026/07/16 09:23:22.428,14754,97871,0,117.33
2026/07/16 09:23:52.471,15675,97871,0,115.74
2026/07/16 09:24:22.504,25209,97871,4,116.78
2026/07/16 09:24:52.520,25209,97871,4,115.17
2026/07/16 09:25:22.541,25209,97871,4,115.20
2026/07/16 09:25:52.556,31161,97871,0,115.12
2026/07/16 09:26:22.573,40754,97871,100,226.30
2026/07/16 09:26:52.589,40754,97871,100,637.08
2026/07/16 09:27:22.607,50741,97871,100,770.69
2026/07/16 09:27:52.624,50739,97871,100,739.23
2026/07/16 09:28:22.645,50738,97871,92,569.49
2026/07/16 09:28:52.662,50736,97871,100,789.08
2026/07/16 09:29:22.681,50734,97871,100,788.03
2026/07/16 09:29:52.698,50732,97871,100,795.39
2026/07/16 09:30:22.721,50730,97871,100,714.82
2026/07/16 09:30:52.738,50728,97871,100,553.99
2026/07/16 09:31:22.757,60449,97871,99,668.55
2026/07/16 09:31:52.774,80369,97871,100,841.16
2026/07/16 09:32:22.794,83248,97871,99,721.76
2026/07/16 09:32:52.814,83248,97871,100,832.82
2026/07/16 09:33:22.835,83247,97871,100,850.78
2026/07/16 09:33:52.852,83247,97871,100,835.83
2026/07/16 09:34:22.872,83247,97871,100,812.05
2026/07/16 09:34:52.888,65823,97871,100,793.62
2026/07/16 09:35:22.908,74103,97871,100,762.38
2026/07/16 09:35:52.926,74101,97871,100,695.73
2026/07/16 09:36:22.951,74099,97871,100,589.78
2026/07/16 09:36:52.969,74098,97871,100,793.77
2026/07/16 09:37:22.992,74097,97871,100,790.63
2026/07/16 09:37:53.009,74096,97871,100,785.68
2026/07/16 09:38:23.028,74095,97871,100,779.39
2026/07/16 09:38:53.047,74095,97871,100,549.11
2026/07/16 09:39:23.067,83354,97871,100,834.99
2026/07/16 09:39:53.084,83354,97871,100,810.93
2026/07/16 09:40:23.104,83354,97871,100,852.41
2026/07/16 09:40:53.121,83354,97871,100,837.64
2026/07/16 09:41:23.144,74034,97871,100,754.20
2026/07/16 09:41:53.163,74033,97871,94,550.17
2026/07/16 09:42:23.183,74033,97871,100,782.84
2026/07/16 09:42:53.200,74032,97871,100,790.25
2026/07/16 09:43:23.219,74032,97871,100,761.48
2026/07/16 09:43:53.237,74031,97871,100,781.51
2026/07/16 09:44:23.256,74030,97871,100,573.83
2026/07/16 09:44:53.273,74030,97871,100,792.48
2026/07/16 09:45:23.293,74030,97871,100,785.81
2026/07/16 09:45:53.312,83330,97871,100,810.70
2026/07/16 09:46:23.332,83330,97871,100,809.35
2026/07/16 09:46:53.348,83330,97871,100,858.31
2026/07/16 09:47:23.368,83330,97871,100,840.95
2026/07/16 09:47:53.384,74190,97871,100,793.57
2026/07/16 09:48:23.403,74190,97871,100,801.04
2026/07/16 09:48:53.421,74190,97871,100,766.91
2026/07/16 09:49:23.441,74190,97871,100,776.50
2026/07/16 09:49:53.459,74190,97871,100,556.11
2026/07/16 09:50:23.479,74190,97871,100,782.77
2026/07/16 09:50:53.497,74190,97871,100,797.08
2026/07/16 09:51:23.519,74190,97871,100,785.82
2026/07/16 09:51:53.535,74639,97871,4,124.12
2026/07/16 09:52:23.556,83771,97871,100,818.95
2026/07/16 09:52:53.575,83771,97871,100,829.70
2026/07/16 09:53:23.598,84171,97871,100,850.95
