timestamp,mem_used_mib,mem_total_mib,util_pct,power_w
2026/07/19 21:59:18.206,0,97871,0,87.81
2026/07/19 21:59:48.232,0,97871,0,87.05
2026/07/19 22:00:18.249,0,97871,0,86.96
2026/07/19 22:00:48.273,0,97871,0,86.71
2026/07/19 22:01:18.289,3,97871,0,86.82
2026/07/19 22:01:48.309,2682,97871,0,131.57
2026/07/19 22:02:18.326,2682,97871,0,131.88
2026/07/19 22:02:48.347,14426,97871,0,132.28
2026/07/19 22:03:18.368,14551,97871,0,132.38
2026/07/19 22:03:48.390,15686,97871,0,131.99
2026/07/19 22:04:18.412,25225,97871,4,133.07
2026/07/19 22:04:48.429,25222,97871,4,132.44
2026/07/19 22:05:18.451,25218,97871,4,132.43
2026/07/19 22:05:48.467,31167,97871,0,132.18
2026/07/19 22:06:18.484,39759,97871,0,132.31
2026/07/19 22:06:48.499,40755,97871,100,608.33
2026/07/19 22:07:18.518,50940,97871,100,786.30
2026/07/19 22:07:48.537,50937,97871,100,784.95
2026/07/19 22:08:18.577,50933,97871,100,766.56
2026/07/19 22:08:48.597,50929,97871,100,782.07
2026/07/19 22:09:18.618,50925,97871,100,834.44
2026/07/19 22:09:48.638,50921,97871,100,594.88
2026/07/19 22:10:18.659,50918,97871,90,629.52
2026/07/19 22:10:48.681,50914,97871,100,799.74
2026/07/19 22:11:18.705,50910,97871,100,794.93
2026/07/19 22:11:48.723,50906,97871,100,788.42
2026/07/19 22:12:18.742,50902,97871,100,787.91
2026/07/19 22:12:48.762,50898,97871,100,792.26
2026/07/19 22:13:18.780,50896,97871,100,767.84
2026/07/19 22:13:48.797,50893,97871,100,790.84
2026/07/19 22:14:18.817,50890,97871,100,774.26
2026/07/19 22:14:48.835,50887,97871,100,597.72
2026/07/19 22:15:18.854,50884,97871,90,598.14
2026/07/19 22:15:48.872,50881,97871,100,787.88
2026/07/19 22:16:18.891,50878,97871,100,797.07
2026/07/19 22:16:48.909,50876,97871,100,799.11
2026/07/19 22:17:18.928,50875,97871,100,796.08
2026/07/19 22:17:48.946,50874,97871,100,793.30
2026/07/19 22:18:18.966,50873,97871,100,785.42
2026/07/19 22:18:48.983,50873,97871,96,815.58
2026/07/19 22:19:19.003,50872,97871,100,604.82
2026/07/19 22:19:49.022,50871,97871,96,581.39
2026/07/19 22:20:19.041,50870,97871,100,778.83
2026/07/19 22:20:49.058,50868,97871,100,795.83
2026/07/19 22:21:19.077,50867,97871,100,797.73
2026/07/19 22:21:49.095,50866,97871,100,791.87
2026/07/19 22:22:19.116,50865,97871,100,792.06
2026/07/19 22:22:49.134,50864,97871,100,771.15
2026/07/19 22:23:19.156,50863,97871,100,779.72
2026/07/19 22:23:49.174,50862,97871,100,831.18
2026/07/19 22:24:19.195,51407,97871,4,146.29
2026/07/19 22:24:49.214,42573,97871,100,827.83
2026/07/19 22:25:19.235,42652,97871,100,840.24
2026/07/19 22:25:49.252,42611,97871,100,832.43
2026/07/19 22:26:19.272,42651,97871,100,825.24
2026/07/19 22:26:49.289,43851,97871,100,843.97
2026/07/19 22:27:19.307,43851,97871,100,828.43
2026/07/19 22:27:49.325,43851,97871,100,832.20
2026/07/19 22:28:19.343,51281,97871,100,793.18
2026/07/19 22:28:49.363,51281,97871,100,786.28
2026/07/19 22:29:19.471,51281,97871,3,518.36
2026/07/19 22:29:49.490,51281,97871,3,186.28
2026/07/19 22:30:19.510,51281,97871,100,382.38
